s_idx,Theta_ACF_Raw,Theta_ACF_Smoothed
0,65.1182,65.1182
1,65.1182,65.1182
2,59.8724,63.3718
3,59.8724,62.4953
4,45.0,59.0907
5,45.0,56.73
6,59.8724,57.1958
7,45.0,55.6495
8,59.8724,56.1362
9,58.2825,56.3586
10,58.2825,56.5393
11,58.2825,56.689
12,58.2825,56.815
13,58.2825,56.9226
14,59.8724,57.1239
15,59.8724,57.2995
16,59.8724,57.4541
17,58.2825,57.5011
18,58.2825,57.543
19,58.2825,57.5807
20,58.2825,57.6147
21,58.2825,57.6456
22,58.2825,57.6738
23,57.0511,57.6474
24,65.1182,57.9478
25,58.2825,57.6732
26,58.2825,57.3993
27,58.2825,57.335
28,59.8724,57.335
29,65.1182,58.1297
30,65.1182,58.9197
31,58.2825,58.8556
32,58.2825,59.3672
33,58.2825,59.3034
34,60.7148,59.4009
35,60.7148,59.4985
36,60.7148,59.5961
37,60.7148,59.6936
38,59.8724,59.7574
39,58.2825,59.6936
40,58.2825,59.6299
41,58.2825,59.5661
42,58.2825,59.5661
43,59.8724,59.6299
44,58.2825,59.6299
45,58.2825,59.6299
46,65.1182,59.9029
47,57.0511,59.8537
48,57.0511,59.8537
49,53.4434,59.3881
50,65.1182,59.6613
51,58.2825,59.6613
52,59.0362,59.6915
53,60.7148,59.7254
54,52.0181,59.2035
55,60.7148,59.0283
56,59.0362,59.0585
57,58.2825,59.0585
58,65.1182,59.3316
59,58.2825,59.2338
60,65.1182,59.4094
61,65.1182,59.5853
62,65.1182,59.7614
63,65.1182,59.9717
64,58.2825,59.9717
65,58.2825,59.9717
66,58.2825,59.9717
67,49.0651,59.6094
68,58.2825,59.5452
69,52.0181,59.295
70,52.0181,59.0441
71,45.0,58.2499
72,45.0,57.7766
73,45.0,57.2996
74,48.7854,57.1129
75,47.1716,56.3878
76,47.1716,55.9369
77,47.1716,55.4535
78,47.1716,54.9005
79,47.3387,54.7106
80,48.7854,54.2213
81,45.0,53.6482
82,45.0,53.1043
83,45.0,52.2919
84,45.0,51.748
85,45.0,50.9418
86,48.7854,50.2961
87,46.4805,49.5636
88,48.7854,48.9325
89,49.3078,48.5765
90,47.1716,48.136
91,49.3078,47.7835
92,47.1716,47.7074
93,49.0351,47.346
94,50.2759,47.2768
95,47.3267,47.0897
96,45.0,47.0897
97,45.0,47.0897
98,45.0,47.0897
99,49.0651,47.1009
100,49.0651,47.1767
101,59.0362,47.6402
102,58.2825,48.0783
103,45.0,47.991
104,52.0181,48.1792
105,52.0181,48.3092
106,52.0181,48.5916
107,52.0181,48.8741
108,52.0181,49.1564
109,45.0,49.1564
110,52.0181,49.4387
111,59.0362,49.8457
112,59.0362,50.3473
113,50.0623,50.399
114,60.7148,50.8529
115,59.0362,51.33
116,59.0362,51.7218
117,59.0362,52.2008
118,59.0362,52.6053
119,59.0362,52.9601
120,59.0362,53.4342
121,52.0181,53.7149
122,58.2825,54.2484
123,59.8724,54.8439
124,45.0,54.685
125,50.9443,54.7603
126,58.2825,54.7299
127,58.2825,54.7299
128,58.2825,55.2603
129,58.2825,55.5136
130,45.0,55.2377
131,60.7148,55.5895
132,52.0181,55.5895
133,59.0362,55.8739
134,49.0651,56.0308
135,45.0,55.756
136,45.0,55.1944
137,49.0651,54.7902
138,49.0651,54.7502
139,50.9443,54.3541
140,49.0651,53.9497
141,49.0651,53.5454
142,49.0651,53.1412
143,45.0,52.5751
144,45.0,52.0086
145,45.0,51.4421
146,47.3267,51.2513
147,47.3267,50.8083
148,45.0,50.2109
149,45.0,50.2109
150,50.9443,50.2109
151,59.0362,50.2403
152,52.0181,49.9899
153,45.0,49.4566
154,45.0,48.9247
155,52.0181,49.2083
156,52.0181,48.8693
157,52.0181,48.8693
158,52.0181,48.5948
159,45.0,48.4313
160,45.0,48.4313
161,55.4623,48.8502
162,59.0362,49.2447
163,55.4623,49.5017
164,59.0362,49.8228
165,59.0362,50.2216
166,59.0362,50.6219
167,59.0362,51.0235
168,59.0362,51.5901
169,59.0362,52.1571
170,59.0362,52.7239
171,59.0362,53.1982
172,59.0362,53.6725
173,59.0362,54.2376
174,59.0362,54.801
175,49.1297,54.7282
176,52.6751,54.4702
177,55.6755,54.6188
178,52.6751,54.9229
179,52.6751,55.2257
180,52.5342,55.2465
181,52.6751,55.2729
182,52.6751,55.2993
183,52.6751,55.3258
184,52.6751,55.6267
185,52.6751,55.9261
186,52.6751,55.8142
187,52.6751,55.5586
188,52.6751,55.4466
189,45.0,54.8898
190,60.7148,54.9565
191,58.2825,54.9263
192,59.0362,54.9263
193,59.0362,54.9263
194,52.3382,54.6567
195,59.0362,54.6567
196,59.0362,54.6567
197,59.0362,54.6567
198,52.3382,54.3873
199,52.3382,54.1181
200,45.0,53.9566
201,45.0,53.6519
202,46.3013,53.2756
203,52.3382,53.262
204,50.9443,53.192
205,59.0362,53.4539
206,52.3382,53.4403
207,50.1944,53.34
208,50.1944,53.2396
209,50.1944,53.1392
210,50.1944,53.0388
211,50.1944,52.9383
212,50.1944,52.8378
213,58.2825,53.0642
214,50.9443,53.3011
215,49.0651,52.8331
216,49.0651,52.4616
217,47.3267,51.9911
218,47.3267,51.5213
219,45.0,51.2265
220,49.0651,50.8275
221,45.0,50.2668
222,51.0474,49.9504
223,50.1944,49.8641
224,50.1944,49.7779
225,59.0362,50.3368
226,59.0362,50.897
227,59.0362,51.4065
228,59.0362,51.674
229,52.0181,51.7174
230,52.0181,51.437
