s_idx,Theta_ACF_Raw,Theta_ACF_Smoothed
0,59.8724,59.8724
1,59.8724,59.8724
2,65.1182,61.6188
3,65.1182,62.4953
4,58.2825,61.6514
5,59.8724,61.3537
6,65.1182,61.8926
7,65.1182,62.297
8,65.1182,62.6115
9,65.1182,62.8631
10,70.2638,63.5332
11,70.2638,64.0938
12,70.2638,64.5693
13,70.2638,64.9776
14,70.2638,65.3317
15,70.2638,65.6418
16,70.2638,65.9155
17,59.8724,65.5784
18,59.8724,65.2765
19,59.8724,65.0046
20,60.7148,64.7986
21,52.0181,64.2278
22,60.7148,64.073
23,58.2825,63.8296
24,58.2825,63.6056
25,58.2825,63.5418
26,65.1182,63.7546
27,58.2825,63.478
28,59.8724,63.265
29,58.2825,63.265
30,65.1182,63.478
31,65.1182,63.478
32,58.2825,63.201
33,58.2825,62.9239
34,59.8724,62.7106
35,59.8724,62.2919
36,59.8724,61.8744
37,59.8724,61.4582
38,59.8724,61.0435
39,59.8724,60.6306
40,59.8724,60.2195
41,45.0,59.2363
42,45.0,58.6566
43,52.0181,58.3402
44,52.0181,58.0232
45,45.0,57.4006
46,63.4349,57.8631
47,63.4349,57.9728
48,52.0181,57.7188
49,52.0181,57.4643
50,63.4349,57.6733
51,45.0,56.8687
52,52.0181,56.6127
53,52.0181,56.2916
54,52.0181,56.0353
55,52.0181,55.5054
56,58.2825,55.2332
57,58.2825,55.2332
58,58.2825,55.2332
59,58.2825,55.1688
60,45.0,54.5696
61,52.0181,54.2496
62,45.0,53.6485
63,45.0,53.0463
64,45.0,52.4436
65,45.0,51.8409
66,45.0,51.8409
67,45.0,51.8409
68,45.0,51.5557
69,52.0181,51.5557
70,52.0181,51.8409
71,45.0,51.1027
72,52.0181,50.6531
73,52.0181,50.6531
74,52.0181,50.6531
75,52.0181,50.2071
76,52.0181,50.4903
77,52.0181,50.4903
78,52.0181,50.4903
79,52.0181,50.4903
80,45.0,50.2071
81,45.0,49.6744
82,52.0181,49.4261
83,52.0181,49.1787
84,52.0181,48.9322
85,60.7148,49.5535
86,59.8724,49.8628
87,59.0362,50.4248
88,58.2825,50.9586
89,58.2825,51.4928
90,58.2825,52.0272
91,59.0362,52.5912
92,52.0181,52.872
93,52.0181,53.1519
94,52.0181,53.1519
95,45.0,52.872
96,45.0,52.872
97,45.0,52.5912
98,52.0181,52.5912
99,45.0,52.3095
100,52.0181,52.3095
101,45.0,52.0272
102,58.2825,52.2803
103,58.2825,52.5339
104,57.0511,52.7384
105,58.2825,53.2743
106,52.0181,53.5552
107,52.0181,53.5552
108,52.0181,53.5552
109,52.0181,53.5552
110,52.0181,53.2049
111,45.0,52.6075
112,45.0,52.0428
113,52.0181,51.7904
114,52.0181,51.5385
115,52.0181,51.2872
116,52.0181,51.0071
117,58.2825,51.2577
118,58.2825,51.5089
119,58.2825,51.7607
120,58.2825,52.2949
121,58.2825,52.8288
122,58.2825,53.3618
123,50.9443,53.3183
124,57.0511,53.8009
125,65.1182,54.3206
126,58.2825,54.8515
127,45.0,54.3206
128,58.2825,54.3206
129,58.2825,54.3703
130,59.0362,54.4005
131,59.0362,54.6846
132,59.0362,54.9689
133,59.0362,55.2532
134,52.3382,55.2661
135,49.0651,55.1478
