s_idx,Theta_ACF_Raw,Theta_ACF_Smoothed
0,54.8269,54.8269
1,53.588,54.2074
2,53.588,54.0009
3,53.588,53.8977
4,55.6755,54.2532
5,52.5342,53.9667
6,49.1297,53.2773
7,49.1297,52.759
8,58.2825,53.3718
9,59.8724,54.0206
10,45.0,53.2058
11,58.2825,53.631
12,58.2825,53.9911
13,58.2825,54.2997
14,58.2825,54.5671
15,59.8724,54.9004
16,59.8724,55.1946
17,50.9443,54.9568
18,59.8724,55.2171
19,58.2825,55.3717
20,45.0,54.8821
21,45.0,54.435
22,45.0,54.0252
23,45.0,53.6486
24,45.0,53.3013
25,45.0,52.9047
26,45.0,52.5575
27,46.3013,52.2613
28,45.0,51.9125
29,45.0,51.4779
30,45.0,51.1708
31,45.0,51.003
32,42.6733,50.7421
33,45.0,50.201
34,45.0,49.5992
35,45.0,49.5992
36,45.0,49.0611
37,45.0,48.5248
38,45.0,47.9907
39,45.0,47.4591
40,45.0,46.8716
41,45.0,46.2888
42,45.0,46.0498
43,45.0,45.4736
44,45.0,44.9591
45,45.0,44.9591
46,50.9443,45.1953
47,49.1297,45.3603
48,49.1297,45.5253
49,49.1297,45.6904
50,49.1297,45.8557
51,49.1297,46.021
52,52.6751,46.2744
53,50.2696,46.4855
54,49.1297,46.6511
55,52.6751,46.9578
56,50.2696,47.1692
57,49.1297,47.4278
58,49.1297,47.5936
59,45.0,47.5936
60,45.0,47.5936
61,45.0,47.5936
62,45.0,47.5936
63,49.1297,47.7593
64,49.1297,47.925
65,45.0,47.925
66,50.9443,48.1633
67,57.0511,48.642
68,45.0,48.642
69,45.0,48.642
70,45.0,48.642
71,49.1297,48.5692
72,49.1297,48.5692
73,49.1297,48.5692
74,57.0511,48.8833
75,58.2825,49.246
76,58.2825,49.6102
77,45.0,49.3007
78,45.0,49.0881
79,52.0181,49.2048
80,52.0181,49.1784
81,45.0,48.9657
82,45.0,48.7989
83,45.0,48.632
84,50.9443,48.8723
85,50.9443,49.1125
86,45.0,49.1125
87,45.0,49.1125
88,45.0,48.9458
89,45.0,48.7789
90,45.0,48.7789
91,45.0,48.5385
92,45.0,48.0561
93,45.0,48.0561
94,45.0,48.0561
95,45.0,48.0561
96,45.0,47.8892
97,45.0,47.7222
98,45.0,47.5552
99,45.0,47.0754
100,45.0,46.5519
101,45.0,46.0318
102,45.0,46.0318
103,45.0,46.0318
104,45.0,45.7521
105,45.0,45.4729
106,45.0,45.4729
107,45.0,45.4729
108,47.3267,45.5661
109,45.0,45.3293
110,45.0,45.093
111,45.0,45.093
112,45.0,45.093
113,45.0,45.093
114,45.0,45.093
115,45.0,45.093
116,45.0,45.093
117,45.0,45.093
118,47.3818,45.1882
119,45.0,45.1882
120,45.0,45.1882
121,59.0362,45.7309
122,50.0623,45.9337
123,50.0623,46.1367
124,45.0,46.1367
125,45.0,46.1367
126,45.0,46.1367
127,45.0,46.1367
128,50.0623,46.3399
129,50.0623,46.5432
130,45.0,46.5432
131,50.0623,46.7466
132,50.0623,46.95
133,48.5625,46.9998
134,45.0,46.9998
135,45.0,46.9998
136,55.4623,47.4166
137,45.0,47.4166
138,45.0,47.4166
139,59.0362,47.9714
140,59.0362,48.5293
141,52.0181,48.8131
142,52.0181,49.0969
143,45.0,49.0008
144,52.0181,49.2846
145,59.0362,49.8464
146,52.0181,49.5682
147,52.0181,49.6474
148,52.0181,49.7266
149,52.0181,50.01
150,45.0,50.01
151,47.3818,50.1056
152,47.3818,50.2011
153,45.0,49.9971
154,46.7882,49.8648
155,45.0,49.8648
156,49.9329,49.8595
157,52.3382,49.9516
158,52.3382,50.1045
159,52.3382,50.4006
160,47.3818,50.4959
161,59.0362,50.6367
162,52.3382,50.9324
163,49.0651,51.0952
164,45.0,50.5336
165,49.0651,50.1362
166,45.0,49.8539
167,47.3818,49.6669
168,39.9377,49.4688
169,42.6182,49.0909
170,52.0181,48.8152
171,45.0,48.5323
172,50.0623,48.4537
173,45.0,48.1709
174,50.0623,48.0923
175,54.2175,48.4626
176,59.0362,48.9251
177,50.0623,49.0336
178,54.2175,49.4054
179,50.0623,49.5378
180,50.0623,49.742
181,48.5625,49.6866
182,50.1944,49.5999
183,59.0362,49.8649
184,50.1944,49.7781
185,50.1944,49.892
186,45.0,49.331
187,50.1944,49.2445
188,50.1944,49.2902
189,52.3382,49.5862
190,50.1944,49.6319
191,46.3013,49.684
192,45.0,49.5884
193,45.0,49.7863
194,45.0,49.8803
195,45.0,49.598
196,46.3013,49.65
197,46.3013,49.4984
198,50.1944,49.7073
199,50.1944,49.7127
200,52.3382,49.6374
201,52.3382,49.3743
202,52.0181,49.4529
203,52.0181,49.3651
204,52.0181,49.4437
205,59.0362,49.7987
206,50.9443,49.8947
207,50.9443,49.925
208,49.0651,49.5296
209,49.0651,49.4841
210,40.9349,49.1158
211,45.0,49.1158
212,45.0,48.9067
213,45.0,48.6976
214,42.6733,48.3095
215,42.6733,48.0071
216,45.0,47.9547
217,42.6733,47.8616
218,42.6733,47.7684
219,45.0,47.7684
220,39.8056,47.562
221,38.9526,47.2691
222,38.9526,46.9751
223,39.8056,46.5558
224,42.6733,46.2508
225,45.0,45.9544
226,39.8056,45.4493
227,45.0,45.1668
228,45.0,44.8849
229,45.0,44.6038
230,45.0,44.0627
231,39.0557,43.5879
232,39.0557,43.1139
233,40.9349,42.789
234,39.0557,42.3896
235,34.5377,42.1363
236,40.9349,41.9731
237,37.6618,41.679
238,39.7241,41.4673
239,45.0,41.5605
240,40.9349,41.4906
241,45.0,41.4906
242,45.0,41.5838
243,45.0,41.6771
244,42.6733,41.5838
245,45.0,41.7924
246,45.0,42.0352
247,37.3249,41.9703
248,35.7825,41.8102
249,40.9349,41.7402
250,39.0557,41.5013
251,39.0557,41.4712
252,31.7175,40.9432
253,31.7175,40.4135
254,31.7175,39.8824
255,40.9349,39.7192
256,40.9349,39.7952
257,42.6733,39.9412
258,42.6733,40.0113
259,39.7241,40.0384
260,39.6902,40.2452
261,42.6733,40.3153
262,39.1374,40.3748
263,39.7241,40.3748
264,40.9649,40.2127
265,39.7241,40.1638
266,40.9649,40.0018
267,40.9649,39.8401
268,40.9649,39.6786
269,45.0,39.7714
270,40.9349,39.6087
271,34.5377,39.1895
272,39.9377,39.2947
273,45.0,39.6644
274,45.0,39.8271
275,45.0,40.0658
276,45.0,40.3049
277,45.0,40.8345
278,34.5377,40.9439
279,34.5377,41.0532
280,41.4375,41.0734
281,38.9526,40.9937
282,41.4375,40.944
283,41.4375,40.8943
284,41.4375,40.9633
285,41.4375,41.0335
286,37.9819,40.845
287,41.4375,40.9375
288,34.5377,40.7308
289,34.5377,40.4737
290,34.5377,40.2661
291,34.5377,40.0082
292,34.5377,39.7499
293,34.5377,39.4913
294,34.5377,39.0708
295,34.5377,38.813
296,34.5377,38.813
297,34.5377,38.5952
298,34.5377,38.1751
299,45.0,38.1751
300,45.0,38.1751
301,45.0,38.1751
302,45.0,38.1751
303,45.0,38.5952
304,45.0,39.0159
305,45.0,39.1585
306,45.0,39.402
307,45.0,39.5451
308,45.0,39.6883
309,45.0,39.8318
310,45.0,39.9754
311,45.0,40.2596
312,45.0,40.4036
313,45.0,40.8264
314,45.0,41.2488
315,45.0,41.6705
316,45.0,42.0914
317,45.0,42.5113
318,45.0,42.93
319,45.0,43.3474
320,45.0,43.7632
321,45.0,44.1774
322,45.0,44.5897
323,45.0,45.0
324,45.0,45.0
325,35.0084,44.6075
326,35.0084,44.2132
327,35.0084,43.8173
328,35.0084,43.4199
329,45.0,43.4199
330,45.0,43.4199
331,45.0,43.4199
332,35.0084,43.0212
333,35.0084,42.6214
334,45.0,42.6214
335,45.0,42.6214
336,45.0,42.6214
337,45.0,42.6214
338,45.0,42.6214
339,45.0,42.6214
340,45.0,42.6214
341,45.0,42.6214
342,45.0,42.6214
343,45.0,42.6214
344,45.0,42.6214
345,45.0,42.6214
346,45.0,42.6214
347,45.0,42.6214
348,45.0,42.6214
349,45.0,42.6214
350,45.0,43.0212
351,45.0,43.4199
352,45.0,43.8173
353,45.0,44.2132
354,45.0,44.2132
355,45.0,44.2132
356,45.0,44.2132
357,45.0,44.6075
358,45.0,45.0
359,45.0,45.0
360,45.0,45.0
361,45.0,45.0
362,45.0,45.0
363,45.0,45.0
364,45.0,45.0
365,45.0,45.0
366,45.0,45.0
367,45.0,45.0
368,45.0,45.0
369,45.0,45.0
370,45.0,45.0
371,45.0,45.0
372,45.0,45.0
373,45.0,45.0
374,45.0,45.0
375,45.0,45.0
376,45.0,45.0
377,45.0,45.0
378,45.0,45.0
379,45.0,45.0
380,45.0,45.0
381,45.0,45.0
382,45.0,45.0
383,45.0,45.0
384,45.0,45.0
385,45.0,45.0
386,45.0,45.0
387,45.0,45.0
388,45.0,45.0
389,45.0,45.0
390,45.0,45.0
391,45.0,45.0
392,45.0,45.0
393,45.0,45.0
394,45.0,45.0
395,45.0,45.0
396,45.0,45.0
397,45.0,45.0
398,45.0,45.0
399,45.0,45.0
400,45.0,45.0
401,45.0,45.0
402,45.0,45.0
403,45.0,45.0
404,45.0,45.0
405,45.0,45.0
406,45.0,45.0
407,45.0,45.0
408,45.0,45.0
409,45.0,45.0
410,45.0,45.0
411,45.0,45.0
412,45.0,45.0
413,45.0,45.0
414,45.0,45.0
415,45.0,45.0
416,31.7175,44.4854
417,45.0,44.4854
418,31.7175,43.9668
419,45.0,43.9668
420,45.0,43.9668
421,45.0,43.9668
422,45.0,43.9668
423,45.0,43.9668
424,45.0,43.9668
425,45.0,43.9668
426,45.0,43.9668
427,45.0,43.9668
428,45.0,43.9668
429,45.0,43.9668
430,45.0,43.9668
431,45.0,43.9668
432,45.0,43.9668
433,45.0,43.9668
434,45.0,43.9668
435,45.0,43.9668
436,45.0,43.9668
437,45.0,43.9668
438,45.0,43.9668
439,45.0,43.9668
440,45.0,43.9668
441,45.0,44.4854
442,45.0,44.4854
443,45.0,45.0
444,45.0,45.0
445,45.0,45.0
446,45.0,45.0
447,45.0,45.0
448,45.0,45.0
449,45.0,45.0
450,45.0,45.0
451,45.0,45.0
452,45.0,45.0
453,45.0,45.0
454,45.0,45.0
455,45.0,45.0
456,45.0,45.0
457,45.0,45.0
458,45.0,45.0
459,45.0,45.0
460,58.2825,45.5146
461,45.0,45.5146
462,45.0,45.5146
463,45.0,45.5146
464,45.0,45.5146
465,45.0,45.5146
467,31.7175,45.0
468,45.0,45.0
469,31.7175,44.481
470,45.0,44.481
471,45.0,44.481
472,26.5651,43.7754
473,26.5651,43.0597
477,45.0,43.0597
478,45.0,43.0597
479,58.2825,43.5793
480,58.2825,44.1044
481,45.0,44.1044
482,45.0,44.1044
483,31.7175,43.5668
484,45.0,43.5668
485,45.0,43.5668
486,45.0,43.5668
487,45.0,43.5668
488,31.7175,43.0255
489,45.0,42.5028
490,31.7175,41.9599
491,31.7175,41.4144
492,31.7175,40.8667
493,26.5651,40.1171
494,26.5651,39.3615
495,26.5651,39.1576
497,45.0,39.1576
498,45.0,39.7137
499,45.0,39.7137
501,45.0,39.7137
502,45.0,40.4693
503,45.0,41.2183
