s_idx,Peak_dist,Peak_Intensity,lambda,theta_deg,href
0,11.661903789690601,6.560097744699517,219.5181889824113,59.03624346792648,86.5
1,11.661903789690601,6.396324441617839,219.5181889824113,59.03624346792648,86.0
2,8.94427190999916,6.439578073049239,241.75102636159855,60.50119578823133,85.48835341775313
3,8.94427190999916,6.665182201247637,252.8674450511922,61.235596145424246,85.0
4,8.94427190999916,6.660708902511221,259.5372962649484,61.67629814371531,84.99755207057117
5,8.94427190999916,6.638383053048383,263.9838637407858,61.96999650261715,85.0
6,8.94427190999916,6.666604788608507,267.159983366384,62.179690148794705,85.0
7,11.313708498984761,6.571509379058576,262.0492566930479,60.11272486247671,84.56084620314397
8,11.313708498984761,6.544851764565612,258.0742470582309,58.455622513769484,84.0
9,8.94427190999916,6.523852428672097,260.88849246440515,58.96670989147091,83.57800757282573
10,11.661903789690601,6.526593983734727,257.1275557842239,58.973211909007155,82.26169713200359
11,8.94427190999916,6.462211640098073,259.5516512288697,59.35357871297138,81.46072735033022
12,11.661903789690601,6.425638454846853,256.47215413298824,59.32855872827907,81.50464083231842
13,11.661903789690601,6.435970563080207,253.83258519366132,59.30719565262932,81.0
14,10.0,6.454725109029531,253.9770795140839,58.88912030745797,80.1486758365278
15,10.0,6.762320241851078,254.10351204445365,58.52342042994389,78.95878440636676
16,10.0,6.8829289194899355,254.2150701594858,58.200933718075504,78.45141716322838
17,10.0,6.915465629618114,254.31423292840327,57.91449705794499,78.0
18,10.0,6.844285699825629,254.4029575111189,57.65843432020196,77.5
19,10.0,6.859257534379294,254.48280963556294,57.428192605753296,77.0
20,10.0,6.741643759636955,254.55505679577422,57.22007947869879,76.5
21,10.0,6.686645366961454,254.62073603232994,57.031070165612995,76.0
22,10.0,6.626869809241929,254.6807040309243,56.85866405338196,75.5
23,10.0,6.652750159383786,254.73567469630245,56.700776467539754,75.0
24,10.0,6.582581101779837,254.78624770845036,56.55565606430502,74.50178501720234
25,10.0,6.6586931665455165,256.2455201491539,55.706737620334586,74.0
26,10.0,6.698468582321994,257.70479258985745,54.843630465671026,73.84772725547548
27,10.0,6.549564405257044,256.49612454505854,53.79040271396459,74.06366463487021
28,8.94427190999916,6.505070359653708,256.49612454505854,53.79040271396458,73.0
29,8.94427190999916,6.699963737875981,256.49612454505854,53.79040271396458,72.41624013067295
30,8.94427190999916,6.831399958994463,256.49612454505854,53.79040271396458,72.53450032316314
31,8.94427190999916,6.850896147007513,256.49612454505854,53.79040271396458,73.06355022114343
32,8.94427190999916,6.832773282604737,258.8938257906696,54.54511320574425,72.54191703997915
33,8.94427190999916,6.790073178011419,261.29152703628074,55.29936927717916,71.93253395242168
34,8.94427190999916,6.779368267809483,261.29152703628074,55.29936927717916,72.73118313026993
35,8.94427190999916,6.717468649350939,263.9594675217832,55.47861408059485,72.56020415020762
36,8.94427190999916,6.755296863201155,263.9594675217832,55.47861408059485,72.17727570273388
37,8.94427190999916,6.717464843483397,266.6274080072857,55.6583169598265,73.06333719606069
38,8.94427190999916,6.726006188426005,269.29534849278815,55.838465477879275,72.54047569017929
39,8.94427190999916,6.679320934945678,270.50401653758706,56.265682969104844,72.0
40,8.94427190999916,6.54868911418138,271.712684582386,56.69380081819222,71.84734918221696
41,8.94427190999916,6.42713899148876,272.92135262718494,57.12263013360121,72.03554731961438
42,10.0,6.261992842134655,272.92135262718494,56.503823860352995,71.99554830992423
43,11.661903789690601,6.201268083891217,271.4620801864814,55.69105437912375,71.5667179661918
44,11.661903789690601,6.240002275441836,270.00280774577783,54.8537830632441,70.5
45,11.661903789690601,6.309903195475715,268.5435353050743,55.11054327712867,70.0
46,11.661903789690601,6.312986905081994,267.0842628643707,55.36745990206395,69.4375
47,11.661903789690601,6.2498513821425545,265.6249904236672,55.624491724075554,69.0
48,10.0,6.046203640156576,265.6249904236672,54.966727747474955,69.0
49,7.211102550927978,6.064708326489854,269.58531544703305,54.18647613408893,69.0
50,13.416407864998739,6.192487105329624,266.9777608102323,55.30814681654307,68.5625
51,13.416407864998739,6.377449035285999,264.3702061734316,56.414069328668816,68.0
52,10.0,6.474507696382249,264.3702061734316,57.05633773938395,67.49828307779963
53,10.0,6.673374369375574,263.1615381286327,56.61191225662414,66.99695859694461
54,10.0,6.713784466041638,261.9528700838338,56.16829028256101,66.52573047815807
55,10.0,6.699691919486309,260.74420203903486,55.72568171979662,66.02671332967904
56,10.0,6.567997179075891,259.53553399423595,55.28429357963183,65.62106743789721
57,8.94427190999916,6.52583268289336,259.53553399423595,55.28429357963183,64.2785703785838
58,8.94427190999916,6.671575164967166,259.53553399423595,55.28429357963183,63.93749033244583
59,8.94427190999916,6.77547738232783,259.53553399423595,55.28429357963183,63.90776800436991
60,8.94427190999916,6.793659223646157,259.53553399423595,55.28429357963183,62.93762463846778
61,8.94427190999916,6.7984366973653385,259.53553399423595,55.28429357963183,63.013373618257155
62,8.94427190999916,6.677910749665291,259.53553399423595,55.28429357963183,62.59591337279113
63,8.94427190999916,6.603363417515863,259.53553399423595,55.28429357963183,61.956080102188444
64,11.661903789690601,6.42308517702262,256.8675935087334,53.991108595683606,61.90787757244776
65,10.0,6.542903807433551,255.65892546393454,53.54871870918093,61.282718707308334
66,10.0,6.650961861224125,254.4502574191356,53.10859544184008,60.56790194151238
67,10.0,6.715947690199508,254.4502574191356,53.7745394718101,59.937988167607166
