s_idx,Peak_dist,Peak_Intensity,lambda,theta_deg,href
0,11.661903789690601,6.646723762710185,219.5181889824113,59.03624346792648,86.5681982736348
1,11.661903789690601,6.633366686662648,219.5181889824113,59.03624346792648,85.93259941632988
2,11.661903789690601,6.602690944094832,219.5181889824113,59.03624346792648,86.0396055248234
3,8.48528137423857,6.786711599675145,240.06336506337354,55.58062990841414,86.14770420099985
4,8.48528137423857,6.903666577247414,252.3904707119509,53.449324347019115,86.24719977318692
5,8.48528137423857,6.94857581137604,260.6085411443358,52.01812173396324,86.77199062965425
6,8.48528137423857,6.955161727702746,266.47859145318216,50.995417489519625,86.91974536678201
7,8.48528137423857,6.912771002765754,270.8811291848169,50.22995454646457,86.28605186870504
8,8.48528137423857,6.795616311646873,274.30532519831064,49.636300888600154,85.86953192787803
9,8.48528137423857,6.683284907739373,277.0446820091056,49.16282516521342,84.39317500117643
10,8.48528137423857,6.581805056013061,279.28597394521057,48.77658488751462,83.36026759440624
11,8.48528137423857,6.593027125172441,281.15371722529807,48.455613559512344,82.37176157831985
12,8.48528137423857,6.637372499425667,282.7341153853721,48.18471960305615,80.9634398683339
13,8.48528137423857,6.671400667476162,284.0887423797212,47.95307055688525,80.54486960391264
14,8.48528137423857,6.676861402078979,285.2627524414905,47.752738928989174,79.33207596242889
15,8.48528137423857,6.681899152242904,286.2900112455386,47.57779215870312,77.93864227410026
16,8.48528137423857,6.726133592824084,287.19641607263986,47.42370369528386,78.01565069676583
17,8.48528137423857,6.740101042729619,288.00210925228544,47.28696062995043,77.84073209470205
18,8.48528137423857,6.776483622699146,288.72299262354727,47.164795529293386,76.88923170785716
19,8.48528137423857,6.743903367596689,289.37178765768294,47.054998980637386,75.78629100978077
20,8.48528137423857,6.747066726082186,289.9587926885676,46.95578590626433,74.94292730033094
21,8.48528137423857,6.879668809561259,290.49243362573543,46.865698499580226,74.45537604139068
22,8.48528137423857,6.881785247890053,290.9796710031496,46.78353460510753,74.0
23,8.48528137423857,6.794360091361175,291.42630526577915,46.70829409588567,73.5
24,8.48528137423857,6.608600613848706,291.8372087873984,46.63913818976823,73.0
25,8.48528137423857,6.518625668862503,295.12443696035234,46.088232173489246,72.48949890764099
26,8.48528137423857,6.5062182349297295,298.4116651333063,45.54173947727548,71.48340308351605
27,8.48528137423857,6.576976773057687,301.6988933062603,45.0,71.67468078831241
28,8.48528137423857,6.672813573515981,301.6988933062603,45.0,71.84923002229311
29,8.48528137423857,6.758856491554646,301.6988933062603,45.0,72.06210373937472
30,8.48528137423857,6.800309139759016,301.6988933062603,45.0,71.439192757221
31,8.48528137423857,6.827734543411634,301.6988933062603,45.0,71.71815178419077
32,8.48528137423857,6.859790759714588,301.6988933062603,45.0,71.59914852629635
33,8.48528137423857,6.776399456513779,301.6988933062603,45.0,70.43202500877386
34,8.48528137423857,6.647771105511839,301.6988933062603,45.0,70.0
35,11.313708498984761,6.735129619170895,298.6819043731977,45.0,69.94406829458595
36,11.313708498984761,6.763144552838836,295.6649154401351,45.0,69.99701335459406
37,11.313708498984761,6.818383862553259,292.6479265070725,45.0,69.47555251100212
38,11.313708498984761,6.778147249273822,289.63093757400986,45.0,69.00449836168718
39,10.0,6.686317939141087,287.80298184175945,45.32135707850617,68.27842054364034
40,10.0,6.688305586605784,285.97502610950903,45.643664470762516,67.9781123305363
41,10.0,6.581799634844611,284.1470703772586,45.96684446252582,67.83006045435084
42,8.48528137423857,6.463227890944302,284.1470703772586,45.96684446252582,67.15607049140787
43,8.48528137423857,6.583572068320581,284.1470703772586,45.96684446252582,66.99695603307362
44,8.48528137423857,6.8028402609234515,284.1470703772586,45.96684446252582,66.58129034635003
45,8.48528137423857,6.92615615590997,284.1470703772586,45.96684446252582,66.0
46,8.48528137423857,7.0179877320623625,284.1470703772586,45.96684446252582,65.4870153317405
47,8.48528137423857,7.037131756162351,284.1470703772586,45.96684446252582,65.0
48,8.48528137423857,7.004622285211933,284.1470703772586,45.96684446252582,65.00173026562506
49,8.48528137423857,7.026744688161924,284.1470703772586,45.96684446252582,64.56671830193673
50,8.48528137423857,7.020157003619597,284.1470703772586,45.96684446252582,64.0
51,8.48528137423857,7.001353638350082,284.1470703772586,45.96684446252582,63.5
52,8.48528137423857,6.882501742702182,284.1470703772586,45.96684446252582,63.0
53,10.0,6.8213140693968555,282.31911464500826,46.29081803021896,62.5039441930833
54,10.0,6.8177547417516315,280.49115891275784,46.6155049501841,62.0
55,10.0,6.84861323267322,278.6632031805074,46.94082391239734,61.43328221032348
56,10.0,6.758688235798329,276.835247448257,47.266692638263756,61.0
57,12.806248474865697,6.789176706133314,272.7633883247032,47.52178703512711,60.40191861154518
58,12.806248474865697,6.759237736262956,268.6915292011494,47.77698429666525,59.95767341027839
59,12.806248474865697,6.690703722531818,264.61967007759563,48.03224396538015,59.99822637822486
60,12.806248474865697,6.63672505878883,263.56479988710447,48.287525524359324,60.02787616591904
61,12.806248474865697,6.56471922981119,262.5099296966133,48.54278843583945,59.60309042448486
62,10.0,6.539586635913224,263.6989628974255,48.86968237592094,59.0
63,10.0,6.610943361330393,264.8879960982377,49.19662719858529,58.51508105674927
64,10.0,6.722348740577789,264.8879960982377,49.19662719858529,58.0
65,10.0,6.736255730737521,264.8879960982377,49.19662719858529,57.409676286875275
66,10.0,6.759925932128993,264.8879960982377,49.19662719858529,57.0
67,10.0,6.769382104882003,263.0600403659873,49.523537751646266,57.014122952360836
68,10.0,6.750056573756625,261.23208463373686,49.85032893644931,56.820377627297006
69,10.0,6.636271874732541,259.40412890148644,50.1769158406706,56.15270374439119
70,10.0,6.510961267063796,257.57617316923603,50.5032138703898,55.99678181611132
71,14.422205101855956,6.427662088689854,252.60837994866856,50.956032897221164,55.51394944994432
