s_idx,Theta_ACF_Raw,Theta_ACF_Smoothed
0,50.9443,50.9443
1,49.1297,50.037
2,49.1297,49.7345
3,49.7312,49.7337
4,50.2696,49.8409
5,47.3387,49.424
6,50.2696,49.5449
7,52.6751,49.9359
8,52.6751,50.2403
9,49.7312,50.1893
10,47.1716,49.915
11,47.1716,49.6863
12,47.7202,49.5348
13,47.7202,49.4051
14,52.6751,49.6231
15,50.2759,49.664
16,49.1297,49.6325
17,50.7801,49.6963
18,49.1297,49.6665
19,49.1297,49.6396
20,49.1297,49.6153
21,49.1297,49.5932
22,49.1297,49.573
23,49.1297,49.5545
24,49.1297,49.5375
25,49.1297,49.4648
26,49.1297,49.4648
27,65.1182,50.078
28,65.1182,50.6735
29,57.0511,50.9462
30,50.7801,51.0853
31,50.7801,51.1059
32,50.7801,51.0292
33,65.1182,51.5129
34,50.7801,51.5555
35,50.7801,51.7016
36,57.0511,52.1015
37,50.7801,52.2253
38,45.0,52.1169
39,50.7801,52.0398
40,50.7801,52.0603
41,50.7801,52.1273
42,49.1297,52.0603
43,52.5342,52.1986
44,52.5342,52.3369
45,52.6751,52.4808
46,52.5342,52.6189
47,55.6755,52.8844
48,52.6751,53.028
49,50.6961,53.0913
50,53.588,53.2718
51,49.6191,53.2915
52,55.6755,52.9227
53,51.1181,52.373
54,51.1181,52.1347
55,51.1181,52.1483
56,51.1181,52.1619
57,52.6751,52.2383
58,49.7312,51.6381
59,50.2696,51.6176
60,49.1297,51.5515
61,49.1297,51.2352
62,49.1297,51.1691
63,49.1297,51.3328
64,49.1297,51.2667
65,45.0,51.0368
66,49.1297,50.9706
67,45.0,50.8064
68,45.0,50.5053
69,45.0,50.2038
70,49.1297,50.0614
71,49.1297,49.9246
72,49.1297,49.6633
73,49.1297,49.5211
74,49.1297,49.4582
75,58.2825,49.642
76,50.9443,49.6953
77,50.9443,49.5069
78,45.0,49.2618
79,57.0511,49.4968
80,58.2825,49.7802
81,50.9443,49.7732
82,58.2825,49.9948
83,58.2825,50.336
84,58.2825,50.6565
85,57.0511,50.9755
86,58.2825,51.3438
87,58.2825,51.7129
88,58.2825,52.0826
89,50.9443,52.1562
90,49.0651,52.3185
91,45.0,52.1535
92,50.9443,52.3919
93,45.0,52.3919
94,49.1297,52.5564
95,45.0,52.3919
96,50.2696,52.438
97,49.7312,52.4623
98,49.7312,52.4866
99,49.7312,52.5108
100,53.588,52.322
101,49.6191,52.2684
102,51.213,52.2793
103,52.2462,52.5696
104,52.2462,52.3758
105,52.9579,52.1622
106,52.4293,52.2222
107,52.6751,51.9974
108,52.4293,51.7632
109,55.6755,51.6598
110,52.6751,51.4846
111,52.6751,51.2614
112,50.2696,50.9419
113,52.5342,50.7142
114,52.6751,50.7837
115,50.2696,50.832
116,52.6751,51.1384
117,52.6751,51.2078
118,52.6751,51.5136
119,52.6751,51.6557
120,52.6751,51.9607
121,52.6751,52.057
122,50.9012,52.1037
123,52.6751,52.2215
124,52.6751,52.3392
125,45.0,51.9982
126,45.0,51.8156
127,45.0,51.5686
128,45.0,51.2795
129,45.0,50.99
130,45.0,50.6713
131,45.0,50.3735
132,45.0,50.0654
133,49.1297,49.9325
134,45.0,49.5048
135,45.0,49.1964
136,45.0,48.888
137,45.0,48.676
138,45.0,48.3731
139,45.0,48.0647
140,45.0,47.8526
141,39.0557,47.3093
142,45.0,47.0011
143,50.9443,46.9323
144,45.0,46.6248
145,45.0,46.3177
146,45.0,46.0112
147,45.0,45.775
148,45.0,45.4696
149,45.0,45.165
150,45.0,45.165
151,45.0,45.165
152,45.0,45.165
153,45.0,45.165
154,45.0,45.165
155,52.6751,45.4696
156,52.6751,45.775
157,52.6751,46.0811
158,52.6751,46.2217
159,52.6751,46.5288
160,50.9012,46.766
161,53.4236,47.1035
162,53.8919,47.46
163,52.2462,47.7518
164,48.7854,47.9045
165,52.6751,48.2136
166,52.6751,48.756
167,49.1297,48.9221
168,53.4434,49.0223
169,53.4434,49.3617
170,49.1297,49.5275
171,45.0,49.5275
172,45.0,49.5275
173,45.0,49.5275
174,45.0,49.5275
175,42.6733,49.4355
176,42.8284,49.3495
177,42.8284,49.2633
178,42.6733,49.171
179,45.0,49.171
180,45.0,48.8617
181,45.0,48.5524
182,47.7202,48.3528
183,49.1297,48.2102
184,49.7312,48.0921
185,47.3267,47.948
186,47.3267,47.7035
187,46.4805,47.4068
188,43.5195,47.0567
189,43.5195,46.845
190,43.7959,46.4893
191,40.6922,46.0105
192,42.596,45.7481
193,42.596,45.316
194,40.392,44.7973
195,42.3897,44.5276
196,43.6287,44.4725
197,42.5698,44.3751
198,43.7959,44.3267
199,40.6922,44.1542
200,40.6922,44.0749
201,41.2146,44.0103
202,42.8284,44.0103
203,42.8284,44.0165
204,42.6733,43.9231
205,45.0,43.9231
206,45.0,43.9231
207,45.0,43.8143
208,45.0,43.6498
209,45.0,43.4619
210,45.0,43.3691
211,45.0,43.2763
212,45.0,43.2172
213,45.0,43.2765
214,45.0,43.3358
215,50.1944,43.5898
216,52.3382,44.052
217,49.0651,44.3109
218,49.0651,44.5701
219,47.3818,44.8503
220,41.4375,44.8123
221,39.9377,44.6647
222,45.0,44.7624
223,45.0,44.8108
224,37.9819,44.7038
225,45.0,44.8765
226,45.0,45.0284
227,45.0,45.1156
228,45.0,45.2028
229,45.0,45.2962
230,52.0181,45.5762
231,45.0,45.5762
232,52.0181,45.8567
233,45.0,45.8567
234,45.0,45.8567
235,45.0,45.8567
236,45.0,45.8567
237,45.0,45.8567
238,52.0181,46.1377
239,59.0362,46.6883
240,59.0362,47.0323
241,49.0651,46.9007
242,49.0651,46.9007
243,49.0651,46.9007
244,49.0651,46.9689
245,49.0651,47.2768
246,54.2175,47.8498
247,45.0,47.8498
248,45.0,47.8498
249,52.0181,48.4092
250,52.0181,48.6924
251,52.0181,48.9756
252,52.0181,49.2587
253,52.0181,49.5416
254,45.0,49.5416
255,45.0,49.2587
256,45.0,49.2587
257,45.0,48.9756
258,45.0,48.9756
259,45.0,48.9756
260,45.0,48.9756
261,45.0,48.9756
262,45.0,48.9756
263,45.0,48.6924
264,45.0,48.1354
265,45.0,47.5812
266,45.0,47.4178
267,45.0,47.2544
268,45.0,47.0909
269,45.0,46.9274
270,45.0,46.7639
271,45.0,46.3969
272,45.0,46.3969
273,45.0,46.3969
274,45.0,46.1165
275,45.0,45.8365
276,39.9377,45.3555
277,45.0,45.0766
278,45.0,44.7984
279,45.0,44.7984
280,45.0,44.7984
281,45.0,44.7984
282,45.0,44.7984
283,52.0181,45.0766
284,45.0,45.0766
285,45.0,45.0766
286,45.0,45.0766
287,45.0,45.0766
288,39.9377,44.8747
289,39.9377,44.6726
290,39.9377,44.4703
291,45.0,44.4703
292,45.0,44.4703
293,45.0,44.4703
294,45.0,44.4703
295,45.0,44.4703
296,50.0623,44.6722
297,59.0362,45.2148
298,55.4623,45.6293
299,49.9329,45.8284
300,49.9329,46.0275
301,55.4623,46.6482
302,45.0,46.6482
303,50.0623,46.853
304,55.4623,47.2726
305,45.0,47.2726
306,45.0,47.2726
307,45.0,47.2726
308,45.0,46.9887
309,40.0671,46.791
310,39.9377,46.5877
311,45.0,46.5877
312,40.0671,46.3891
313,34.5377,46.1801
314,45.0,46.3845
315,39.0557,46.3496
316,39.0557,46.1101
317,45.0,46.1101
318,45.0,46.1101
319,42.6733,46.0153
320,43.3025,45.9462
321,45.0,45.74
322,42.6733,45.0941
323,42.6733,44.5847
324,45.0,44.3861
325,47.3267,44.2817
326,45.0,43.8707
327,45.0,43.8707
328,46.3013,43.7207
329,42.6733,43.2197
330,42.6733,43.1262
331,45.0,43.1262
332,48.5625,43.2683
333,48.5625,43.4105
334,50.1944,43.8155
335,46.3013,44.0712
336,50.1944,44.2787
337,45.0,44.4768
338,52.3382,45.1811
339,52.3382,45.4738
340,47.3818,45.8067
341,45.0,46.0431
342,47.3818,46.1388
343,47.3818,46.2346
344,45.0,46.3277
345,45.0,46.3957
346,45.0,46.3957
347,42.8284,46.4019
348,41.9729,46.374
349,42.5799,46.2772
350,42.5799,46.0867
351,42.3897,45.9821
352,42.8284,45.895
353,42.6733,45.7493
354,39.7241,45.6321
355,39.7241,45.5148
356,36.6504,45.1834
357,36.6504,44.7073
358,38.9526,44.3207
359,38.9526,43.8692
360,40.1633,43.6216
361,41.4375,43.2703
362,37.7232,42.9776
363,37.7232,42.3958
364,39.2199,41.8759
365,37.7232,41.4892
366,40.1633,41.295
367,40.1633,41.0068
368,41.4375,40.7702
369,41.4375,40.6279
370,40.0671,40.4307
371,41.4375,40.2886
372,40.1633,40.1819
373,41.4375,40.1605
374,34.5377,39.8395
375,41.4375,39.7939
376,34.5377,39.4802
377,34.5377,39.1488
378,39.9377,39.0394
379,45.0,39.2495
380,45.0,39.4599
381,45.0,39.794
382,45.0,40.1284
383,34.5377,39.9521
384,34.5377,39.7756
385,34.5377,39.5501
386,45.0,39.6925
387,35.0084,39.5838
388,34.5377,39.4562
389,37.9819,39.4063
390,36.6504,39.3631
391,36.6504,39.2214
392,35.2569,39.0238
393,35.2569,38.7747
394,35.2569,38.5255
395,37.1457,38.4075
396,35.5784,38.1713
397,38.9526,38.1224
398,39.8056,38.0568
399,30.9638,37.9149
400,34.5377,37.6367
401,39.8056,37.8492
402,37.9819,37.9881
403,39.8056,37.9828
404,36.6504,37.6487
405,36.6504,37.3155
406,36.6504,36.9832
407,39.8056,36.7785
408,38.9526,36.9557
409,40.1633,37.1814
410,40.1633,37.4071
411,41.4375,37.2671
412,34.5377,37.2483
413,41.4375,37.5245
414,41.4375,37.6629
415,41.4375,37.8547
416,34.5377,37.7701
417,34.5377,37.7414
418,34.5377,37.7126
