s_idx,Theta_ACF_Raw,Theta_ACF_Smoothed
0,58.2825,58.2825
1,65.1182,61.7004
2,65.1182,62.8445
3,65.1182,63.4154
4,65.1182,63.7573
5,57.0511,62.641
6,49.1297,60.7424
7,45.0,58.8056
8,45.0,57.2662
9,45.0,56.02
10,45.0,54.9942
11,45.0,54.1371
12,45.0,53.4114
13,45.0,52.7899
14,45.0,52.252
15,45.0,51.7823
16,45.0,51.3688
17,45.0,51.0022
18,58.2825,51.398
19,58.2825,51.7537
20,58.2825,52.075
21,50.9443,52.0215
22,58.2825,52.3023
23,58.2825,52.5593
24,58.2825,52.7954
25,58.2825,52.7954
26,59.8724,52.5907
27,45.0,51.7797
28,59.8724,51.5789
29,45.0,50.7761
30,58.2825,50.8252
31,45.0,50.6572
32,45.0,50.6572
33,45.0,50.6572
34,45.0,50.6572
35,49.1297,50.8252
36,49.1297,50.993
37,49.7312,51.1851
38,49.1297,51.3523
39,45.0,51.3523
40,49.1297,51.5192
41,49.0651,51.6832
42,45.0,51.6832
43,49.1297,51.312
44,49.1297,50.9416
45,52.5342,50.7107
46,52.6751,50.7811
47,52.6751,50.5564
48,52.6751,50.3324
49,50.9012,50.0371
50,52.6751,49.8145
51,52.6751,49.5318
52,52.6751,49.8408
53,49.1297,49.4162
54,49.1297,49.5818
55,52.5342,49.3559
56,52.5342,49.6577
57,55.9692,50.0958
58,53.4434,50.4337
59,53.4434,50.7713
60,65.1182,51.3925
61,65.1182,52.0192
62,58.2825,52.3639
63,58.2825,52.7332
64,58.2825,53.2664
65,58.2825,53.6359
66,59.0362,54.0381
67,59.0362,54.5992
68,59.0362,54.998
69,59.0362,55.3965
70,59.0362,55.6589
71,52.0181,55.6325
72,52.0181,55.6061
73,52.0181,55.5797
74,52.0181,55.6244
75,45.0,55.3227
76,45.0,55.0196
77,52.0181,54.993
78,58.2825,55.3629
79,58.2825,55.7322
80,58.2825,55.9651
81,58.2825,56.1979
82,50.9443,55.9951
83,50.9443,55.8945
84,50.9443,55.7938
85,50.9443,55.2263
86,58.2825,54.9573
87,50.9443,54.6611
88,57.0511,54.6115
89,49.1297,54.2427
90,49.1297,53.8737
91,57.0511,53.7942
92,57.0511,53.7147
93,57.0511,53.6354
94,58.2825,53.6054
95,59.8724,53.6385
96,59.8724,53.9544
97,52.0181,53.9544
98,52.0181,53.9544
99,60.7148,54.3042
100,60.7148,54.9314
101,60.7148,55.5566
102,60.7148,55.9065
103,65.1182,56.1769
104,65.1182,56.4483
105,65.1182,56.7207
106,65.1182,56.9939
107,65.1182,57.5647
108,64.9028,58.1273
109,64.9028,58.6898
110,64.9028,59.2517
111,60.7148,59.3506
112,60.7148,59.7423
113,58.2825,59.7922
114,65.1182,60.4286
115,65.1182,61.0617
116,58.2825,61.1111
117,58.2825,61.1604
118,58.2825,61.2097
119,59.0362,61.24
120,60.7148,61.274
121,59.0362,61.2403
122,60.7148,61.5841
123,52.0181,61.5841
124,60.7148,61.5841
125,60.7148,61.5841
126,45.0,60.9842
127,59.0362,60.9162
128,59.0362,60.6705
129,59.0362,60.4249
130,59.0362,60.1796
131,52.3382,59.6669
132,50.1944,59.07
133,59.0362,58.8339
134,59.0362,58.5983
135,59.0362,58.3631
136,50.1944,57.9416
137,58.2825,57.8433
138,59.0362,57.8738
139,59.0362,57.6309
140,59.0362,57.3888
141,59.0362,57.4192
142,59.0362,57.4496
143,59.0362,57.48
144,59.0362,57.48
145,58.2825,57.382
146,53.4434,57.1567
147,58.2825,57.0588
148,50.9443,57.0163
149,49.0651,56.5498
150,58.2825,56.452
151,58.2825,56.9749
152,58.2825,56.9446
153,50.9443,56.6202
154,58.2825,56.5899
155,58.2825,56.5596
156,45.0,56.275
157,45.0,56.0744
158,45.0,55.5157
159,58.2825,55.4853
160,59.8724,55.5189
161,58.2825,55.8458
162,58.2825,55.8458
163,49.0651,55.4436
164,58.2825,55.4132
165,58.2825,55.3828
166,59.0362,55.3828
