s_idx,Peak_dist,Peak_Intensity,lambda,theta_deg,href
0,10.0,6.997601024110379,256.0,53.13010235415597,88.56044687421752
1,10.0,7.078428893002531,256.0,53.13010235415597,87.93563558740243
2,10.0,7.127399959329522,256.0,53.13010235415597,87.55969323744993
3,10.0,7.097424543960907,256.0,53.13010235415597,87.03934249817691
4,10.0,7.03237067666054,256.0,53.13010235415597,85.44559078357669
5,10.0,6.957663798468394,256.0,53.13010235415597,84.94138651193774
6,10.0,6.899543302172608,256.0,53.13010235415597,84.88589087984029
7,10.0,6.841502835765403,256.0,53.13010235415597,84.95400917054906
8,10.0,6.868671859937212,256.0,53.13010235415597,85.02854997208448
9,10.0,6.873663306101233,256.0,53.13010235415597,85.0633630068597
10,10.0,6.902840703059887,256.0,53.13010235415597,84.53165864765396
11,10.0,6.835858908048274,256.0,53.13010235415597,84.00604683131051
12,10.0,6.7213523296270585,256.0,53.13010235415597,83.5
13,11.313708498984761,6.592419801101971,253.8767264271211,52.55093150991301,83.0
14,10.770329614269007,6.555255915060303,252.79761352308813,53.584274001028085,82.4971212001739
15,8.94427190999916,6.466232211959327,254.88630649789343,54.19914518770622,82.0
16,8.94427190999916,6.589930982913702,256.7292708874275,54.74232253448745,81.50031325493228
17,8.94427190999916,6.745656845745834,258.3674614559023,55.22557182894485,81.49997855879418
18,8.94427190999916,6.761433943154471,259.833210911906,55.658233530812375,81.0
19,8.94427190999916,6.76113924558462,261.15238542230935,56.04781351521235,80.52792537825216
20,8.94427190999916,6.789742980215535,262.34592426505526,56.40041009982017,80.0
21,8.94427190999916,6.868429164232966,263.4309595766424,56.72102768002183,80.0
22,8.94427190999916,6.8447116553966785,264.42164399156985,57.01381044880503,79.54751262438064
23,10.0,6.85055843134057,264.07074215858773,56.18543717549925,79.06313419215273
24,10.0,6.773432422786991,263.74791247224425,55.420191456176795,78.56935576051018
25,8.94427190999916,6.622423804169321,264.95658051704316,55.83533888704333,78.00338243234873
26,8.94427190999916,6.548557808806277,266.1652485618421,56.25074358378872,77.53140813167752
27,7.211102550927978,6.3726726746163385,270.125573585208,55.48635586623784,76.99983257499521
28,14.422205101855956,6.463569893281842,266.9857360968909,55.61517591932322,76.4917037487969
29,14.422205101855956,6.3904965658749875,263.84589860857386,55.74398692225991,76.9783379157878
30,10.0,6.416890785159966,263.84589860857386,55.74398692225991,76.60803215292654
31,10.0,6.584580530367463,263.84589860857386,55.74398692225991,76.00434140711613
32,10.0,6.711253844988764,263.84589860857386,55.74398692225991,75.98157842293755
33,10.0,6.697626095756363,263.84589860857386,55.74398692225991,76.06279515593735
34,10.0,6.585341468110658,263.84589860857386,55.74398692225991,75.69889896274319
35,8.48528137423857,6.608480392270626,265.6738543408243,55.41685933373899,75.98397109476389
36,8.48528137423857,6.4993808268834865,267.5018100730747,55.089315404991616,76.0568609605799
