s_idx,Peak_dist,Peak_Intensity,lambda,theta_deg,href
0,8.94427190999916,6.648851228448435,286.2167011199731,63.43494882292201,94.44555540737284
1,8.94427190999916,6.5977547077338805,286.2167011199731,63.43494882292201,94.0
2,7.211102550927978,6.562660698897823,309.1471759413643,61.06130540522615,93.5
3,7.211102550927978,6.62453515094922,320.6124133520599,59.8724406484711,93.0
4,7.211102550927978,6.5890830320095315,327.49155579847724,59.159056271011586,92.5
5,8.94427190999916,6.541996421202284,320.6124133520599,59.8724406484711,92.0
6,8.94427190999916,6.694380980464371,315.69874017604747,60.38201381535263,92.0
7,8.94427190999916,6.731982127623311,312.0134852940382,60.764145202347336,91.5
8,8.94427190999916,6.7679617261847715,309.14717594136425,61.06130540522615,91.0
9,8.94427190999916,6.828223716080236,306.8541284592252,61.298988287023484,91.0
10,8.94427190999916,6.947909194893515,304.97799870111135,61.49341994805565,90.5
11,8.94427190999916,6.997245977635892,303.4145572360165,61.65541800122825,90.0
12,8.94427190999916,7.02537390508676,302.09164522709005,61.792471111419346,89.5
13,8.94427190999916,7.051010613400688,300.9577206480103,61.90992777341376,89.5
14,8.94427190999916,6.983173765878784,299.9749860128078,62.01170972632251,89.0
15,8.94427190999916,6.940076880588128,299.11509320700566,62.100757877610434,88.5
16,8.94427190999916,6.8859871506939205,298.3563642607096,62.17932084658443,88.0
17,8.94427190999916,6.828808671877025,297.68193853066873,62.24914732047847,88.0
18,8.48528137423857,6.748611676954329,297.89335720306826,61.351986402042456,87.5
19,8.48528137423857,6.8663087717813145,298.0836340082279,60.54134353656164,87.0
20,8.48528137423857,6.911946810066496,298.25578921289605,59.80556172080291,86.5
21,8.48528137423857,6.983416747290771,298.4122939444126,59.134941141456515,85.56671501322757
22,8.48528137423857,6.960914864931025,298.5551895688408,58.52135442209758,85.0
23,8.48528137423857,7.006110816795028,298.6861772245666,57.95794697571255,84.53209644063477
24,8.48528137423857,7.067862725962713,298.80668586783435,57.43890187633685,84.04050123541157
25,8.48528137423857,7.083248634161818,299.4259735552858,56.698029411529454,83.4974998103254
26,8.48528137423857,7.062829726621678,300.0452612427373,55.956326035682494,83.0
27,8.48528137423857,7.060912160536369,297.9128919516219,55.50127291898821,82.50615517287525
28,8.48528137423857,6.9870023292466845,295.7805226605064,55.045606134414825,81.58066139269692
29,10.0,7.0419660251466,291.82019763714055,54.269079558025346,82.06515220452044
30,10.0,7.125208302892483,290.61152959234164,53.20223524137176,81.5544108987583
31,10.0,7.207122802224886,289.4028615475427,52.13327020878896,80.43133090459852
32,10.0,7.237339222021101,288.19419350274376,51.06292400966387,80.0
33,10.0,7.305715522222926,286.98552545794485,49.991941956368244,80.01597576195672
34,10.0,7.311377225689696,285.77685741314593,48.92107202190957,80.06694721351602
35,10.0,7.257582696682551,284.568189368347,47.85106170980718,79.0
36,10.0,7.119135815957941,283.35952132354805,46.78265492887465,78.46265353999286
37,10.0,6.95637224736451,282.15085327874914,45.71658890549394,77.99622019238257
38,10.0,6.782428809689989,280.9421852339502,44.65359116523937,77.78441269919381
